Merkez;Ünvanı;Adı;Soyadı;Anabilim Dalı;Bilim Dalı;YÖK ID;ResearcherID (Esas);ResearcherID (ikinci);ORCID (Esas);ORCID (ikinci);Scopus AuthorID;ScopusId (ikinci);ScopusId (üçüncü);ScopusId (dördüncü);ScopusId (beşinci);Pure adı
Adana;Prof. Dr.;Mehmet;ADAM;Fiziksel Tıp ve Rehabilitasyon;;65CAA63AC2209A99;;;0000-0002-9965-7939;;23092794800;;;;;mehmet-adam
Adana;Prof. Dr.;Ümmühan Berrin;LEBLEBİCİ;Fiziksel Tıp ve Rehabilitasyon;;493449F72A8E8B84;;;0000-0002-6241-268X;;55318743200;;;;;ummuhan-berrin-leblebici
Ankara;Prof. Dr.;Şehri;AYAŞ;Fiziksel Tıp ve Rehabilitasyon;;68986BCB829F305D;;;0000-0002-5078-6529;;15070600200;;;;;sehri-ayas
Ankara;Prof. Dr.;Nuri;ÇETİN;Fiziksel Tıp ve Rehabilitasyon;;966C7D7917AE2C7E;;;0000-0002-9950-8917;;10438953500;55855508500;;;;nuri-cetin
Ankara;Prof. Dr.;Seyhan;SÖZAY;Fiziksel Tıp ve Rehabilitasyon;;ECC48FAA1659F1C0;;;0000-0002-8460-7699;;6603219354;;;;;
İzmir;Uzm. Dr. (Prof. Dr.);Ece;KAPTANOĞLU;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0001-8580-3635;;54890576200;7003545908;;;;
Ankara;Doç. Dr.;Sacide Nur;COŞAR;Fiziksel Tıp ve Rehabilitasyon;;5F382AF0D4776968;;;0000-0001-8306-463X;;28167841100;35751888000;57203749331;55634908100;42161992200;sacide-nur-cosar
Ankara;Doç. Dr.;Sevği;İKBALİ AFŞAR;Fiziksel Tıp ve Rehabilitasyon;;9530AF576037E5D0;;;0000-0002-4003-3646;;55758320600;57189697879;;;;
Ankara;Doç. Dr.;Oya;ÜMİT YEMİŞCİ;Fiziksel Tıp ve Rehabilitasyon;;39294652D32E6C46;;;0000-0002-0501-5127;;22956687800;51666194900;;;;oya-umit-yemisci
İstanbul;Doç. Dr.;Pınar;DORUK ANALAN;Fiziksel Tıp ve Rehabilitasyon;;22F5A39EBE6A4479;;;0000-0002-3528-3712;;56928432500;;;;;pinar-doruk-analan
Ankara;Öğr. Gör. Dr.;Hüma;BÖLÜK ŞENLİKCİ;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0001-6771-3265;;56565581900;;;;;
İzmir;Öğr. Gör. Dr.;Gözde;ÖZCAN SÖYLEV;Fiziksel Tıp ve Rehabilitasyon;;D46D03083518D99E;;;0000-0001-8742-5543;;57209173671;;;;;
Alanya;Uzm. Dr.;Özlem;KÜÇÜLMEZ;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0002-8985-0866;;56581630200;;;;;
Ankara;Uzm. Dr.;Şükran;GÜZEL;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0001-9852-0917;;57200881678;;;;;
Ankara;Uzm. Dr.;Selin;ÖZEN;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0002-7290-8558;;56102089900;;;;;
İzmir;Uzm. Dr.;Ayça;DEMİR;Fiziksel Tıp ve Rehabilitasyon;;;;;;;;;;;;
Konya;Uzm. Dr.;Şenay;KARTAL;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0003-2872-1523;;35074285900;;;;;
Konya;Uzm. Dr.;Ayşe Nur;TEKİN;Fiziksel Tıp ve Rehabilitasyon;;;;;0000-0001-6852-4335;;;;;;;
Ankara;Arş. Gör. Dr.;Nurlana;AKHUNDOVA ŞAHİNLİ;Fiziksel Tıp ve Rehabilitasyon;;2448EEFC4569A0EA;;;0000-0003-0216-0422;;;;;;;
Ankara;Arş. Gör. Dr.;Doğan Can;ATAKAN;Fiziksel Tıp ve Rehabilitasyon;;CA51843B8E77B0B9;;;0000-0003-0753-8893;;;;;;;
Adana;Prof. Dr.;İlknur;KOZANOĞLU;Fizyoloji;;7471A3BCC12C94E9;;;0000-0002-5268-1210;;14052162600;;;;;ilknur-kozanoglu
Ankara;Prof. Dr.;Nazan;DOLU;Fizyoloji;;7A15D2E5C14ADE54;;;0000-0002-3104-7587;;6602544074;;;;;nazan-dolu
Ankara;Prof. Dr.;Nimet Ünay;GÜNDOĞAN;Fizyoloji;;C929AF239A39E8ED;;;0000-0001-7784-9641;;6701676897;;;;;nimet-unay-gundogan
Ankara;Uzm. Dr. (Prof. Dr.);Ahmet;ERGÜN;Fizyoloji;;;;;0000-0003-1830-1285;;56089825400;;;;;
Ankara;Uzm. Dr. (Doç.);Sibel;BAYRAK;Fizyoloji;;;;;;;24821483200;;;;;
Ankara;Öğr. Gör. Dr.;Gülbahar;BÖYÜK;Fizyoloji;;;;;0000-0002-3453-2967;;55524088500;;;;;
Ankara;Uzm. Dr.;Nazli;KARİMİSAKHVİDİ;Fizyoloji;;;;;0000-0002-3534-6621;;;;;;;
Ankara;Uzm.;Rukiye;ÖLÇÜOĞLU;Fizyoloji;;;;;0000-0002-0429-008x;;;;;;;
Adana;Prof. Dr.;Kenan;ÇALIŞKAN;Genel Cerrahi;;B5FB056A753CD49F;;;0000-0002-8767-5021;;6507487213;;;;;
Adana;Prof. Dr.;Ali;EZER;Genel Cerrahi;;8CEADCFB89827DA0;;;0000-0002-3834-9924;;6505906223;;;;;
Ankara;Prof. Dr.;Ayşe Ebru;ABALI;Genel Cerrahi;;B2DA3AED6E06A82A;;;0000-0002-1298-7944;;36547424600;56158718200;57213354871;;;
Ankara;Prof. Dr.;Yahya;EKİCİ;Genel Cerrahi;;7E86BB89D43E7056;;;0000-0002-8518-8967;;15050280900;;;;;
Ankara;Prof. Dr.;Mehmet;HABERAL;Genel Cerrahi;;BBB5E7DD3A84BB63;;;0000-0002-3462-7632;;25922579100;;;;;mehmet-haberal
Ankara;Prof. Dr.;Gökhan;MORAY;Genel Cerrahi;;9BB1729F3316B445;;;0000-0003-2498-7287;;8071493400;;;;;gokhan-moray
Ankara;Prof. Dr.;Sedat;YILDIRIM;Genel Cerrahi;;26027FAAA1446F56;AAF-4610-2019;;0000-0002-5735-4315;;21835289000;;;;;sedat-yıldırım
İstanbul;Prof. Dr.;Feza;YARBUĞ KARAKAYALI;Genel Cerrahi;;B1D57D7BD69E2F74;;;0000-0002-1874-947X;;55961265800;8928423700;;;;
İzmir;Prof. Dr.;Hüseyin;GÜLAY;Genel Cerrahi;;A5217C1D333E7643;;;0000-0002-0442-6178;;6701661466;;;;;
Konya;Prof. Dr.;Erdal;KARAGÜLLE;Genel Cerrahi;;C206289D4C197130;;;0000-0002-8522-4956;;14321958500;;;;;
Adana;Doç. Dr.;Hüseyin Özgür;AYTAÇ;Genel Cerrahi;;C7AB7BFA00FA90D7;;;0000-0002-3583-9282;;35408565500;;;;;
Adana;Doç. Dr.;Hakan;YABANOĞLU;Genel Cerrahi;;FC3412A01CFDFB21;;;0000-0002-1161-3369;;23479036200;;;;;hakan-yabanoglu
İstanbul;Doç. Dr.;Hüseyin Yüce;BİRCAN;Genel Cerrahi;;2F635B3453A6DEA4;R-6394-2019;;0000-0001-8196-9195;;55444416000;57046085700;;;;huseyin-yuce-bırcan
İstanbul;Doç. Dr.;Ahmet Serdar;KARACA;Genel Cerrahi;;85CDF55E01715197;;;0000-0001-6456-1868;;36994391800;;;;;
Konya;Doç. Dr.;Emin;TÜRK;Genel Cerrahi;;151440212EE69833;;;0000-0003-4766-3373;;8630540600;;;;;emin-turk
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Hüseyin Onur;AYDIN;Genel Cerrahi;;2827E69C9C8E012A;S-8185-2018;;0000-0003-3795-5794;;55998892700;;;;;
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Cem;AYDOĞAN;Genel Cerrahi;;C793760D6FA10663;;;0000-0003-1547-1297;;16030160300;;;;;
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Ebru Hatice;AYVAZOĞLU SOY;Genel Cerrahi;;2EA8729D8DB5717A;;;0000-0002-0993-9917;;36197344600;56798638600;56798447600;27067903400;56574159000;ebru-hatice-ayvazoglu-soy
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Mahir;KIRNAP;Genel Cerrahi;;E386AE9E6464BD9E;AAH-9198-2019;;;;35740684600;;;;;mahir-kırnap
İzmir;Uzm. Dr. (Doç.);Varlık;Erol;Genel Cerrahi;;;;;0000-0002-7337-4973;;36772949800;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Mustafa Turgut;NOYAN;Genel Cerrahi;;5765EF17061B7EAE;;;0000-0003-0268-8999;;6701356557;57190744839;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Aydıncan;AKDUR;Genel Cerrahi;;19216F0E5AC694A2;;;0000-0002-8726-3369;;16836245100;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Tevfik;AVCI;Genel Cerrahi;;A9C3938DACE996B3;;;0000-0001-5225-959X;;34969013400;;;;;tevfik-avci
Ankara;Dr. Öğr. Üyesi Dr.;Tugan;TEZCANER;Genel Cerrahi;;DD6AF61778BE6849;;;0000-0002-3641-8674;;8574438200;;;;;tugan-tezcaner
İzmir;Dr. Öğr. Üyesi Dr.;Tuğba Han;YILMAZ;Genel Cerrahi;;42DB362FF5E277D4;;;0000-0002-9590-0276;;;;;;;
Adana;Öğr. Gör. Dr.;Murat;KUŞ;Genel Cerrahi;;A28176D8BAB8F941;;;0000-0001-6529-7579;;57192714564;;;;;
Alanya;Öğr. Gör. Dr.;Paşa;DOĞAN;Genel Cerrahi;;868C434400C23660;;;0000-0002-0612-8545;;55614918200;;;;;
İzmir;Öğr. Gör. Dr.;Baha;ARSLAN;Genel Cerrahi;;655E33E72375B089;;;0000-0003-4461-4904;;57199717118;57208999855;;;;
Adana;Uzm. Dr.;Serkan;ERKAN;Genel Cerrahi;;;;;;;;;;;;
Adana;Uzm. Dr.;Ramazan;GÜNDOĞDU;Genel Cerrahi;;;;;;;;;;;;
Alanya;Uzm. Dr.;Kürşat;ERDEM;Genel Cerrahi;;;;;0000-0002-0923-8985;;;;;;;
Ankara;Uzm. Dr.;Murathan;ERKENT;Genel Cerrahi;;;;;0000-0002-3592-5092;;;;;;;
Ankara;Uzm. Dr.;Emre;KARAKAYA;Genel Cerrahi;;;;;0000-0002-4879-7974;;56797990700;;;;;
İstanbul;Uzm. Dr.;Şafak;COŞKUN;Genel Cerrahi;;;;;0000-0001-8443-1497;;;;;;;
Konya;Uzm. Dr.;Halil İbrahim;TAŞÇI;Genel Cerrahi;;;;;;;56204300500;;;;;
Ankara;Arş. Gör. Dr.;Bakhtiyar;ASLANOV;Genel Cerrahi;;596D250CFDE4652D;;;;;;;;;;
Ankara;Arş. Gör. Dr.;İsmail İslam;ÇOLAK;Genel Cerrahi;;B0D68B94A535DBB3;;;0000-0003-4684-5730;;;;;;;
Ankara;Arş. Gör. Dr.;Semih;KESEN;Genel Cerrahi;;;;;0000-0001-7238-3695;;;;;;;
Ankara;Arş. Gör. Dr.;Fatma;ÖZARSLAN;Genel Cerrahi;;761E30557D02FDE1;;;0000-0002-0634-300x;;;;;;;
Ankara;Arş. Gör. Dr.;Adem;ŞAFAK;Genel Cerrahi;;B75F52D4EED7F92C;;;0000-0003-2871-1920;;;;;;;
Ankara;Arş. Gör. Dr.;Kübra;TOPUK;Genel Cerrahi;;A1048306BD2270C3;;;0000-0002-2244-9875;;;;;;;
Ankara;Arş. Gör. Dr.;Berna;YILDIZ;Genel Cerrahi;;;;;0000-0002-2707-788x;;;;;;;
Ankara;Öğr. Gör. Dr.(Prof. Dr.);Esat;HERSEK;Genel Cerrahi;;636909934375CD35;;;;;;;;;;
İstanbul;Öğr. Gör. Dr.(Prof. Dr.);Cemalettin;TOPUZLU;Genel Cerrahi;;46240FF273974B13;;;;;6602839358;56855410100;;;;
Ankara;Prof. Dr.;Mehmet Dalokay;KILIÇ;Göğüs Cerrahisi;;DE42987000E63FD9;;;0000-0001-7813-5317;;49763366600;7003393086;;;;
Adana;Doç. Dr.;Alper;FINDIKCIOĞLU;Göğüs Cerrahisi;;05DA83810082FD1F;;;000-0001-8740-163X;;14054049300;;;;;
Adana;Öğr. Gör. Dr.;Oya;YILDIZ;Göğüs Cerrahisi;;D15607FEDD328867;;;0000-0002-1051-3470;;48561770500;;;;;
Ankara;Uzm. Dr.;Sinan;ISSI;Göğüs Cerrahisi;;;;;0000-0003-2175-1148;;9845778200;;;;;
Adana;Prof. Dr.;Nazan;ŞEN;Göğüs Hastalıkları;;A5093F4C3F8A1964;;;0000-0002-4171-7484;;23013672600;;;;;
Ankara;Prof. Dr.;Müşerref Şule;AKÇAY;Göğüs Hastalıkları;;36B964122DEFF51D;;;0000-0002-8360-6459;0000-0001-7900-1353;55890626500;6603033383;7005771939;;;
Ankara;Prof. Dr.;Ayşe Elif;KÜPELİ;Göğüs Hastalıkları;;43634BA56249F0DC;;;0000-0002-5286-1997;;23389644800;;;;;ayse-elif-kupeli
Ankara;Prof. Dr.;Ayşegül Füsun;ÖNER EYÜBOĞLU;Göğüs Hastalıkları;;A156CAA9894C9628;;;0000-0002-1137-7108;;6507816245;6507847981;6507875879;6506666008;;aysegul-fusun-eyuboglu
Ankara;Prof. Dr.;Şerife;SAVAŞ BOZBAŞ;Göğüs Hastalıkları;;8EE071D793C62ECB;;;0000-0002-7230-202X;;26530834800;16319532200;;;;serife-savas-bozbas
Ankara;Prof. Dr.;Gaye;ULUBAY;Göğüs Hastalıkları;;EC69C61E03A05272;;;0000-0003-2478-9985;;55886689000;12786783600;;;;gaye-ulubay
Adana;Doç. Dr.;Mehmet Ali;HABEŞOĞLU;Göğüs Hastalıkları;;0D995FC50C2326AA;;;0000-0001-9136-355X;;57191287114;;;;;
İstanbul;Doç. Dr.;Aylin;ÖZSANCAK UĞURLU;Göğüs Hastalıkları;;AA5A4C1810D0AB30;;;0000-0003-3598-3986;;56262265400;;;;;aylin-ozsancak-ugurlu
İstanbul;Doç. Dr.;Dilaver;TAŞ;Göğüs Hastalıkları;;6ECA0CC83D939294;;;0000-0003-2785-2492;;23036998000;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Sibel;KARA;Göğüs Hastalıkları;;BB737DEB82F28D98;;;0000-0002-7832-3868;;57201275465;55180762100;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Dorina;ESENDAĞLI;Göğüs Hastalıkları;;DECA051D91E4F99F;;;0000-0002-6619-2952;;57192201601;56010128300;;;;
Adana;Öğr. Gör. Dr.;Zühal;EKİCİ ÜNSAL;Göğüs Hastalıkları;;99FD2D3A7968A2E0;;;0000-0003-3225-2686;;25951319200;57210716193;;;;
Alanya;Uzm. Dr.;Ebru;KABACAOĞLU;Göğüs Hastalıkları;;;;;;;;;;;;
Alanya;Uzm. Dr.;Ali  Rıza;MERAL;Göğüs Hastalıkları;;;;;;;57189606838;;;;;
Ankara;Uzm. Dr.;Gülbahar;DARILMAZ YÜCE;Göğüs Hastalıkları;;;;;0000-0002-1134-404X;;23033803100;;;;;
İzmir;Uzm. Dr.;Merda;ERDEMİR IŞIK;Göğüs Hastalıkları;;;;;0000-0003-0470-1691;;56184338000;;;;;
İzmir;Uzm. Dr.;Birsen;ŞAHİN SATILMIŞ;Göğüs Hastalıkları;;;;;0000-0002-9521-5914;;56080428500;;;;;
Konya;Uzm. Dr.;Şerife;TORUN;Göğüs Hastalıkları;;;;;0000-0002-6230-6153;;55552955300;;;;;
Konya;Uzm. Dr.;Berna Botan;YILDIRIM;Göğüs Hastalıkları;;;;;0000-0001-7730-1379;;;;;;;
Adana;Prof. Dr.;Aysel;PELİT;Göz Hastalıkları;;402C8019178662B1;;;0000-0002-0662-2033;;6603417469;;;;;aysel-pelit
Ankara;Prof. Dr.;İmren;AKKOYUN;Göz Hastalıkları;;9A7024689F030B2F;;;0000-0002-2860-7424;;6602511683;;;;;imren-akkoyun
Ankara;Prof. Dr.;Dilek;DURSUN ALTINÖRS;Göz Hastalıkları;;99D2A600A90873BA;;;0000-0001-5223-0279;;13907365900;57191623538;;;;dilek-dursun-altınors
Ankara;Prof. Dr.;Sibel;OTO;Göz Hastalıkları;;60DA2A61AA71BB26;;;0000-0003-0171-4200;;6701843957;;;;;sibel-oto
Ankara;Prof. Dr.;Gürsel;YILMAZ;Göz Hastalıkları;;6E6DA0FB444BC1B2;;;0000-0002-2589-7294;;7004543196;;;;;gursel-yılmaz
İzmir;Prof. Dr.;Nazife;SEFİ YURDAKUL;Göz Hastalıkları;;B349DD9E6E40C2FE;;;0000-0003-2005-9256;;55934719800;6505597525;8594944500;;;nazife-sefi-yurdakul
Adana;Doç. Dr.;Handan;CANAN;Göz Hastalıkları;;6C012BF2A770B582;;;0000-0002-5877-6536;;26435039800;;;;;handan-canan
Ankara;Doç. Dr.;Sezin;AKÇA BAYAR;Göz Hastalıkları;;C923F4FD03E726E3;;;0000-0001-5109-755X;;36183930100;13908358800;36112772900;;;
Ankara;Doç. Dr.;Sirel;GÜR GÜNGÖR;Göz Hastalıkları;;3D82F024BB4B97E0;;;0000-0001-6178-8362;;56884627700;;;;;sirel-gur-gungor
İstanbul;Doç. Dr.;Serpil;AKAR;Göz Hastalıkları;;615409DB0E7B2B95;;;0000-0001-6442-250X;;36597829800;57197008634;;;;
Konya;Doç. Dr.;Ali;KAL;Göz Hastalıkları;;247A789F8D8078F8;;;0000-0001-7544-5790;;14060141700;;;;;ali-fuat-kal
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Leyla;ASENA;Göz Hastalıkları;;42B92E20DDC8F0CC;;;0000-0002-6848-203X;;55361952900;;;;;leyla-asena
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Ümit;EKŞİOĞLU;Göz Hastalıkları;;74A12D69E6C8DA34;;;0000-0002-3061-7162;;6507714865;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Mehmet Serdar;DERVİŞOĞULLARI;Göz Hastalıkları;;3D89F03074EB1DD1;G-7851-2015;;0000-0003-2006-2906;;56328605500;;;;;
İstanbul;Dr. Öğr. Üyesi Dr.;Zeynep;KAYAARASI ÖZTÜRKER;Göz Hastalıkları;;494499E38F0FD7B0;;;0000-0002-5513-9857;;16834195400;56018857700;;;;
Konya;Dr. Öğr. Üyesi Dr.;Mahmut Oğuz;ULUSOY;Göz Hastalıkları;;01FDFD65E2864CAF;;;0000-0002-5537-8778;;56611596500;56180542000;;;;mahmut-oguz-ulusoy
Adana;Uzm. Dr.;Burak;ULAŞ;Göz Hastalıkları;;;;;0000-0003-4828-8843;;56411978900;;;;;
Alanya;Uzm. Dr.;Nihat;AYDIN;Göz Hastalıkları;;;;;;;36652342000;;;;;
Alanya;Uzm. Dr.;Muhsin;AZİZLER;Göz Hastalıkları;;;;;0000-0002-0654-2017;;6504465866;;;;;
Ankara;Uzm. Dr.;Almila;SARIGÜL SEZENÖZ;Göz Hastalıkları;;;;;0000-0002-7030-5454;;56662097600;57192690471;;;;
İstanbul;Uzm. Dr.;Rengin Aslıhan;SÖNMEZ;Göz Hastalıkları;;;;;0000-0002-9746-149X;;;;;;;
İzmir;Uzm. Dr.;Işıl;KURULTAY ERSAN;Göz Hastalıkları;;;;;0000-0001-5616-4256;;57194228367;;;;;
Ankara;Arş. Gör. Dr.;Mustafa;KARADAŞ;Göz Hastalıkları;;9F32F62910DD85C6;;;0000-0002-7637-1196;;;;;;;
Ankara;Arş. Gör. Dr.;Caner;ÖZTÜRK;Göz Hastalıkları;;724C6D10A3A0C533;;;;;;;;;;
Ankara;Prof. Dr.;Recep;AKDUR;Halk Sağlığı;;EF19976B3BB83B37;;;0000-0002-9766-1117;;23983998200;;;;;
Ankara;Prof. Dr.;Hediye Seval;AKGÜN;Halk Sağlığı;;C6C5400625B059EA;;;0000-0001-6104-7636;;7003947135;7003587990;;;;
Ankara;Prof. Dr.;Ayşe Nurdagül;AKIN;Halk Sağlığı;;CC2025D011C5778E;;;0000-0003-2379-3325;;36884153100;7006429007;;;;
Ankara;Prof. Dr.;Rengin;ERDAL;Halk Sağlığı;;15F704C2CCD2BF14;;;0000-0002-7329-7576;;6603569442;;;;;rengin-erdal
Ankara;Dr. Öğr. Üyesi Dr.;Elif;DURUKAN;Halk Sağlığı;;360203EAB47BEA1D;;;0000-0002-8579-5564;;15020210800;;;;;elif-durukan
Ankara;Dr. Öğr. Üyesi Dr.;Sare;MIHÇIOKUR;Halk Sağlığı;;A8B44F69718464B6;;;0000-0001-7660-8790;;55324211100;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Cihangir;ÖZCAN;Halk Sağlığı;;8571548D754A30A1;;;0000-0001-7220-7244;;19640621500;55238899700;;;;
Ankara;Öğr. Gör. Dr.;Ümmühan Nihal;BİLGİLİ AYKUT;Halk Sağlığı;;8E34DDF43227ADD9;;;0000-0003-4966-2112;;35619450800;;;;;
Ankara;Öğr. Gör.;Ezgi;TÜRKÇELİK;Halk Sağlığı;;74A529C724A79508;;;0000-0003-0066-5902;;57206698854;;;;;
Ankara;Arş. Gör. Dr.;Emine;ABAY;Halk Sağlığı;;;;;0000-0001-7196-3945;;;;;;;
Ankara;Arş. Gör. Dr.;Çağlar;FİDAN;Halk Sağlığı;;AA464D7F9526C3A7;;;0000-0001-6125-6200;;;;;;;
Ankara;Arş. Gör. Dr.;Hüseyin;ÖRÜN;Halk Sağlığı;;;;;0000-0002-4384-0881;;;;;;;
Ankara;Arş. Gör. Dr.;Ecenur;TOPAL;Halk Sağlığı;;611460F5B1213C07;;;0000-0001-6711-9063;;;;;;;
Ankara;Arş. Gör. Dr.;Öykü Su;TULUMTAŞ;Halk Sağlığı;;;;;0000-0003-4889-6881;;;;;;;
Ankara;Prof. Dr.;Attila;DAĞDEVİREN;Histoloji ve Embriyoloji;;6534C7FD2E76240C;P-2877-2014;;0000-0001-8990-8282;;6603886858;;;;;attila-dagdevıren
Ankara;Öğr. Gör. Dr.;Pınar;AYRAN FİDAN;Histoloji ve Embriyoloji;;4FA7BF6BB7250887;;;0000-0003-3047-0305;;57200368091;57203720005;;;;
Ankara;Öğr. Gör. Dr.;Fatma;HELVACIOĞLU;Histoloji ve Embriyoloji;;8EACD63D345B0F75;;;0000-0002-6026-0045;;24471309500;;;;;fatma-helvacıoglu
Ankara;Öğr. Gör. Dr.;Ayşegül;SÜZER;Histoloji ve Embriyoloji;;CBFAE87083381D6C;;;0000-0002-0899-6258;;57195941973;;;;;
Ankara;Arş. Gör.;Ekin;EFE;Histoloji ve Embriyoloji;;;;;0000-0001-6955-9839;;;;;;;
Adana;Prof. Dr.;Melek Eda;ERTÖRER;İç Hastalıkları;Endokrinoloji ve Metabolizma;30194385EB9E81C9;;;0000-0001-7357-8709;;6507159846;;;;;melek-eda-ertorer
Ankara;Prof. Dr.;Neslihan;BAŞÇIL TÜTÜNCÜ;İç Hastalıkları;Endokrinoloji ve Metabolizma;87D2C0F99F64F9E3;;;0000-0002-1816-3903;;6506456002;;;;;neslihan-bascıl-tutuncu
Ankara;Prof. Dr.;Aslı;NAR;İç Hastalıkları;Endokrinoloji ve Metabolizma;5A6E9A137B38E6D2;;;0000-0003-0998-8388;;6506560577;;;;;aslı-nar
